filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-04-02-01-02-06,4,2,1,2,6,0,2.099857177734375000e+02,8.644531250000000000e+00,2.830658909692836289e+01,2.274267883300781250e+02,-3.791460078388627153e+01,2.023059901212040756e+01,-6.585283666193976870e+00,8.370535714285713969e-01,8.500000000000000000e+01,5.500000000000000000e+01,1.255580357142857206e+00,6.500000000000000000e+02,6.977583153690585505e+02,-1.300671089922869728e+00,1.500264256780581951e+00,4.001704015499264244e+00,2.725806451612903025e+00,3.133333333333333748e+00,2.419354838709677213e-01,7.580645161290323619e-01,2.781065088757396775e-01,8.875739644970413733e-02,3.265986323710903805e-02,5.760859310901456087e-02,5.085287058630268753e+00,7.117086655139754470e+00,6.250000000000000000e-01,1.799999999999999933e-01,8.999999999999999667e-02,5.999999999999999778e-02,1.000000000000000021e-02,1.333333333333333259e+00,8.853859711029701818e-02,5.636115487535972024e-01,5.157721994023966090e+02,5.279280827250160124e-01,1.344826138573221463e+01,4.088321629717464489e+00
03-01-03-01-02-01-06,3,1,2,1,6,0,2.479123077392578125e+02,3.611696243286132812e+01,8.181419520422930702e+01,3.342924194335937500e+02,-3.854725437044345426e+01,2.538011108075016864e+01,-9.071309689457416781e+00,1.255580357142857206e+00,3.233333333333333144e+02,2.321398046197353437e+02,1.674107142857142794e+00,2.900000000000000000e+02,4.173128322973066702e+02,2.664113333532459604e-01,1.433848619264512347e+00,6.751470668032932565e+01,7.537313432835820448e-01,1.118181818181818166e+01,8.208955223880597118e-02,9.179104477611940149e-01,1.217821782178217793e+00,1.089108910891089105e-01,4.499999999999999833e-02,2.249999999999999778e-01,1.381734562624435725e+01,1.046240019121422726e+00,0.000000000000000000e+00,8.399999999999999689e-01,1.000000000000000056e-01,3.900000000000000133e-01,1.000000000000000021e-02,1.000000000000000000e+00,-4.779018111158409021e-01,-1.000000000000000000e+00,6.722730580395968047e+01,6.832600037942291316e-01,2.092480038242845453e+00,0.000000000000000000e+00
03-01-02-01-01-02-06,2,1,1,2,6,0,2.186695404052734375e+02,2.433131599426269531e+01,6.713750217800983933e+01,2.692286071777343750e+02,-3.781460780795448784e+01,2.303460020049973522e+01,-7.354401525187668653e+00,1.255580357142857206e+00,1.566666666666666572e+02,3.299831645537221902e+01,1.674107142857142794e+00,3.500000000000000000e+02,4.274926899959811522e+02,-9.299309798813975014e-01,4.135469018766957383e-01,2.489384083316223695e+01,8.790322580645162365e-01,4.904761904761904212e+00,1.693548387096774355e-01,8.306451612903226200e-01,9.449541284403669694e-01,1.926605504587156070e-01,2.487468592766550052e-02,1.075581238214947666e-01,8.174371617485748587e+00,3.050828961464868261e+00,0.000000000000000000e+00,4.400000000000000022e-01,7.000000000000000666e-02,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.936287243067595143e-01,-8.012377307372172686e-01,1.551481341314744782e+02,6.549407232233528386e-01,1.763849638051758539e+00,6.727080747434337482e-01
03-01-05-02-02-01-06,5,2,2,1,6,0,2.564592590332031250e+02,2.628273773193359375e+01,6.980873118615852491e+01,3.180739440917968750e+02,-4.093884034022988061e+01,2.700353448758045616e+01,-5.981174348541947516e+00,1.255580357142857206e+00,2.266666666666666572e+02,1.062491830033948617e+02,1.674107142857142794e+00,3.725000000000000000e+02,3.646488036453705490e+02,-1.803362481046257293e-01,4.563659564781910594e-01,1.513320324395842498e+01,1.099099099099098975e+00,4.549999999999999822e+00,1.801801801801801717e-01,8.198198198198197728e-01,7.459016393442623460e-01,1.639344262295082122e-01,4.496912521077347374e-02,1.091730278044902441e-01,8.245668296092709681e+00,3.760211569013518496e+00,3.900000000000000133e-01,3.599999999999999867e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.333333333333333259e+00,-3.323215385537151012e-02,-1.117675586320290015e-01,2.412403417174559479e+02,4.738271247664666008e-01,7.318468295289894954e+00,9.776959584466045072e-01
03-01-06-02-01-02-06,6,2,1,2,6,0,2.355494384765625000e+02,2.859709358215332031e+01,7.273080240027614707e+01,2.674082641601562500e+02,-3.859286810227337838e+01,2.196319100345238340e+01,-8.487030679675061862e+00,2.511160714285714413e+00,1.300000000000000000e+02,3.559026084010437074e+01,2.929687500000000000e+00,1.957142857142857224e+02,3.498104442963010570e+02,4.677097409744579437e-02,5.165800696623073840e+00,3.067733833236004557e+02,8.400000000000000799e-01,7.928571428571429713e+00,1.119999999999999885e-01,8.880000000000001226e-01,1.057142857142857162e+00,1.333333333333333037e-01,1.469693845669906886e-02,7.753866711492521380e-02,1.175712568027070049e+01,3.634964678540641092e+00,0.000000000000000000e+00,3.300000000000000155e-01,4.000000000000000083e-02,7.000000000000000666e-02,1.000000000000000021e-02,1.399999999999999911e+00,7.527330658634193150e-02,1.368079053391567657e-01,4.575637948605004794e+02,6.968146214549453266e-01,4.312416958551269275e+00,2.721050422053155948e+00
03-01-07-01-02-02-06,7,1,2,2,6,0,2.163626861572265625e+02,1.735695457458496094e+01,5.444228979969963689e+01,2.568262939453125000e+02,-4.660539707602254822e+01,3.041907844130489380e+01,-1.082609758368167796e+01,1.674107142857142794e+00,1.975000000000000000e+02,7.822243923581008573e+01,2.092633928571428381e+00,2.720000000000000000e+02,3.835309635479252961e+02,-1.050406493996798085e+00,7.181419740647442262e-01,1.686232197275042566e+01,1.160377358490565891e+00,9.599999999999999645e+00,9.433962264150942689e-02,9.056603773584904760e-01,7.804878048780488076e-01,8.130081300813007950e-02,4.000000000000000083e-02,2.118175315375634138e-01,1.368475743894918040e+01,2.487764976491448898e+00,4.050000000000000266e-01,6.099999999999999867e-01,8.999999999999999667e-02,1.100000000000000006e-01,1.000000000000000021e-02,1.500000000000000000e+00,3.281863628631069285e-01,9.999436107439392263e-01,8.256865233076132427e+02,5.923591007582006407e-01,2.990662418699372438e+00,0.000000000000000000e+00
03-01-07-02-01-01-08,7,2,1,1,8,0,2.221022033691406250e+02,1.763345718383789062e+01,5.498952622490337205e+01,2.557390441894531250e+02,-3.810303287260418159e+01,1.959075003338440268e+01,-7.788300224836611108e+00,1.674107142857142794e+00,1.075000000000000000e+02,4.145780987944250029e+01,2.092633928571428381e+00,3.260000000000000000e+02,4.516901592906359042e+02,-1.140155508163859244e+00,9.487626778769626679e-01,1.321780349510594554e+01,1.912499999999999867e+00,5.153846153846154188e+00,1.625000000000000056e-01,8.375000000000000222e-01,4.379084967320261423e-01,8.496732026143791194e-02,2.494438257849294210e-02,5.261891294962297433e-02,5.065740923599400425e+00,5.433687586006250569e+00,4.449999999999999512e-01,2.200000000000000011e-01,7.000000000000000666e-02,8.000000000000000167e-02,1.000000000000000021e-02,1.333333333333333259e+00,6.717484287881995281e-03,3.264722839514826169e-02,3.617681825988057653e+02,5.240301314722900505e-01,8.508946934351772740e+00,6.196665740043802550e+00
03-01-01-01-02-01-08,1,1,2,1,8,0,2.027452850341796875e+02,2.071632957458496094e+01,6.056839968687498299e+01,2.644681701660156250e+02,-3.294420868499810950e+01,2.022685620383034433e+01,-8.368035646686745821e+00,8.370535714285713969e-01,1.950000000000000000e+02,9.500000000000000000e+01,1.255580357142857206e+00,4.033333333333333144e+02,4.575538826800135439e+02,-5.500847048316677146e-01,4.007230601823001948e-01,5.897894052092031814e+01,8.139534883720930258e-01,8.923076923076921574e+00,1.007751937984496110e-01,8.992248062015503196e-01,1.104761904761904612e+00,1.238095238095238138e-01,3.399346342395189596e-02,2.414309194964242289e-01,1.071559779464103102e+01,1.046785208629945618e+00,0.000000000000000000e+00,7.099999999999999645e-01,8.999999999999999667e-02,1.300000000000000044e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.764132296256046062e-01,-3.543741480374032471e-01,1.122303338553156919e+02,7.028044803270780960e-01,2.530783770911813946e+00,0.000000000000000000e+00
03-01-05-01-01-01-08,5,1,1,1,8,0,2.421826019287109375e+02,3.381000518798828125e+01,7.952876341754866019e+01,3.210106811523437500e+02,-3.814130573320127837e+01,2.254385392306327773e+01,-7.179568244266847366e+00,1.674107142857142794e+00,2.000000000000000000e+02,1.391042774324355662e+02,2.092633928571428381e+00,2.680000000000000000e+02,4.016665283540564246e+02,-9.556581398440240349e-01,3.041822219873668409e+00,5.047000517314223345e+01,8.560000000000002052e-01,6.812499999999999112e+00,1.280000000000000304e-01,8.719999999999999973e-01,1.018691588785046509e+00,1.495327102803738206e-01,2.993325909419152636e-02,1.370255450636851113e-01,6.945994793494289610e+00,2.503891157594633654e+00,0.000000000000000000e+00,4.899999999999999911e-01,8.999999999999999667e-02,1.300000000000000044e-01,1.000000000000000021e-02,1.000000000000000000e+00,3.108873578447814423e-01,5.504317926418976770e-01,5.284559971770631819e+02,6.727231017069215113e-01,3.358020748177517945e+00,9.698444445057123886e-01
03-01-07-01-02-01-08,7,1,2,1,8,0,2.005202941894531250e+02,2.204763412475585938e+01,6.272493016713930558e+01,2.467258300781250000e+02,-3.272542536817137915e+01,1.932069508335156982e+01,-8.294254382062398179e+00,8.370535714285713969e-01,1.550000000000000000e+02,7.500000000000000000e+01,1.255580357142857206e+00,4.333333333333333144e+02,4.289781139198387905e+02,-5.683514070296858955e-01,1.124925294348819715e+00,6.484898271682206428e+01,1.171428571428571264e+00,3.400000000000000000e+01,2.857142857142857054e-02,9.714285714285714191e-01,8.292682926829268997e-01,2.439024390243902524e-02,5.000000000000000104e-03,2.275961335348208603e-01,9.193532316229177326e+00,2.292584664763300140e+00,4.150000000000000355e-01,6.500000000000000222e-01,2.000000000000000042e-02,1.100000000000000006e-01,1.000000000000000021e-02,1.500000000000000000e+00,3.252263540675690012e-01,9.131807399181102181e-01,4.906030029368918690e+02,6.072397630048200767e-01,5.819934435325464506e-01,0.000000000000000000e+00
03-01-01-01-01-01-08,1,1,1,1,8,0,2.036049194335937500e+02,3.102709197998046875e+01,7.555464138714522448e+01,2.585141601562500000e+02,-3.523007226423257521e+01,1.943327494195227700e+01,-9.064121663590876565e+00,1.674107142857142794e+00,2.300000000000000000e+02,1.629417073680032502e+02,2.092633928571428381e+00,2.560000000000000000e+02,4.372916646815944546e+02,-2.072985314182240746e+00,1.524693996370469318e+00,1.764821393083862233e+01,9.333333333333332371e-01,1.100000000000000000e+01,8.333333333333332871e-02,9.166666666666666297e-01,9.821428571428570953e-01,8.928571428571428770e-02,1.118033988749894854e-02,1.547901805671147990e-01,1.104237143035561708e+01,6.918093363961569375e-01,0.000000000000000000e+00,5.200000000000000178e-01,4.000000000000000083e-02,8.000000000000000167e-02,1.000000000000000021e-02,1.250000000000000000e+00,-8.358318173178405086e-01,-4.088747769517571684e-01,8.701219147348044913e+00,7.057777499953741263e-01,1.205275149689017056e+00,9.312029425531260785e-01
03-01-01-01-01-02-08,1,1,1,2,8,0,2.068299407958984375e+02,2.481650161743164062e+01,6.782115178850135351e+01,2.689051818847656250e+02,-3.279678057319851092e+01,1.787858425335524259e+01,-8.356799993332932885e+00,2.092633928571428381e+00,1.940000000000000000e+02,5.161395160225576006e+01,2.511160714285714413e+00,2.083333333333333428e+02,4.080611337641565228e+02,-7.439346930938458557e-01,1.134665030972465960e+00,2.134771842167478795e+01,9.173553719008264995e-01,9.999999999999998224e+00,9.090909090909091161e-02,9.090909090909090606e-01,9.909909909909907499e-01,9.909909909909908610e-02,1.166190378969060061e-02,5.477225575051660605e-02,4.629227930746293573e+00,1.015158844356806034e+00,0.000000000000000000e+00,2.999999999999999889e-01,4.000000000000000083e-02,1.300000000000000044e-01,1.000000000000000021e-02,1.000000000000000000e+00,-1.150498836790536217e+00,-8.258576361198882720e-01,6.236623582166847868e+00,6.864656710881331669e-01,7.620728463743864367e-01,4.276315138174249242e-01
03-01-07-02-02-02-08,7,2,2,2,8,0,2.038288116455078125e+02,2.427282333374023438e+01,6.705416398023164959e+01,2.423559417724609375e+02,-3.258681566784050432e+01,2.094166164585485390e+01,-5.862313899243049242e+00,8.370535714285713969e-01,1.450000000000000000e+02,5.500000000000000000e+01,1.255580357142857206e+00,4.366666666666666856e+02,4.274212078136610558e+02,-6.102069561494316563e-02,5.775025397760862322e-01,7.947282179262023760e+01,1.225490196078431460e+00,3.300000000000000000e+01,2.941176470588235253e-02,9.705882352941176405e-01,7.920000000000000373e-01,2.400000000000000050e-02,5.000000000000000104e-03,2.237558192911788257e-01,9.841930585597998160e+00,1.302487761342242756e+00,4.050000000000000266e-01,6.400000000000000133e-01,2.000000000000000042e-02,1.199999999999999956e-01,1.000000000000000021e-02,1.500000000000000000e+00,4.885467365611670942e-01,7.793371828839766868e-01,3.599226781096479613e+02,5.972503963784827619e-01,2.974515648717337868e+00,0.000000000000000000e+00
03-01-05-02-02-02-08,5,2,2,2,8,0,2.526687774658203125e+02,6.102887344360351562e+01,1.009777647399293699e+02,3.466299743652343750e+02,-4.318531974432281828e+01,2.541386194690519318e+01,-8.576614265524398206e+00,2.092633928571428381e+00,1.660000000000000000e+02,8.912911982062878735e+01,2.511160714285714413e+00,2.100000000000000000e+02,3.648744076162828947e+02,-1.466472518633900490e+00,2.599000787614317520e+00,3.234435824138781754e+02,7.709923664122138032e-01,5.238095238095237249e+00,1.603053435114503988e-01,8.396946564885495734e-01,1.089108910891088966e+00,2.079207920792079112e-01,4.710360920354193098e-02,5.585696017507576355e-02,9.546238062557698356e+00,4.034456664431153250e+00,0.000000000000000000e+00,3.099999999999999978e-01,1.300000000000000044e-01,1.700000000000000122e-01,1.000000000000000021e-02,1.250000000000000000e+00,2.256629429608025122e-02,6.437693629635619919e-02,4.553777841323782809e+02,6.116613514466220369e-01,8.361717651272570606e+00,2.929719806088830758e+00
03-01-05-02-02-01-08,5,2,2,1,8,0,2.771348266601562500e+02,3.702452087402343750e+01,8.267350330004927628e+01,3.416669311523437500e+02,-4.128839224648914552e+01,2.609852105283512103e+01,-7.026123013947453977e+00,1.255580357142857206e+00,3.066666666666666856e+02,2.040152499746580474e+02,1.674107142857142794e+00,2.975000000000000000e+02,4.076993377478065099e+02,-6.349323740713471720e-01,1.286814422472727149e+00,2.110732073053261502e+02,7.575757575757576801e-01,7.799999999999999822e+00,1.136363636363636465e-01,8.863636363636364646e-01,1.169999999999999929e+00,1.499999999999999944e-01,4.966554808583779901e-02,1.756891193747258384e-01,1.035672860485741076e+01,1.404515322184655579e+00,0.000000000000000000e+00,5.999999999999999778e-01,1.199999999999999956e-01,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,-4.773602221698333703e-01,-8.211421356807243610e-01,8.394701408158989864e+01,6.374720327665117647e-01,3.112936172539134461e+00,0.000000000000000000e+00
03-01-03-02-01-01-08,3,2,1,1,8,0,2.702082519531250000e+02,4.327045822143554688e+01,8.807113528037307049e+01,3.350551147460937500e+02,-4.036367955967428145e+01,2.407176036093177274e+01,-1.001786698596844261e+01,1.674107142857142794e+00,2.350000000000000000e+02,1.373863166403408513e+02,2.092633928571428381e+00,2.540000000000000000e+02,4.284203543250483790e+02,-4.516930247555380973e+00,6.497151487336224385e+00,3.292241541637395699e+02,8.425196850393699144e-01,1.311111111111111249e+01,7.086614173228344971e-02,9.291338582677164393e-01,1.102803738317757132e+00,8.411214953271027583e-02,1.414213562373095069e-02,3.087969487471590169e-01,1.037270291434569991e+01,1.497081857243258263e+00,0.000000000000000000e+00,8.300000000000000711e-01,4.000000000000000083e-02,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,5.379489446318121981e-01,9.863526975414630416e-01,8.660258670201592395e+02,7.317982307183992230e-01,1.285638763815093455e+00,0.000000000000000000e+00
03-01-03-02-02-02-08,3,2,2,2,8,0,2.714031066894531250e+02,3.122657394409179688e+01,7.577654070524646102e+01,3.438992919921875000e+02,-3.762938270881659975e+01,2.366943445164757875e+01,-7.410090314251974064e+00,1.674107142857142794e+00,1.775000000000000000e+02,1.175531794550874878e+02,2.092633928571428381e+00,2.560000000000000000e+02,3.761170030721823423e+02,-9.001884966344837480e-01,3.644999511127196556e-01,6.065735115083936080e+01,8.571428571428573173e-01,6.411764705882351478e+00,1.349206349206349409e-01,8.650793650793651146e-01,1.009259259259259078e+00,1.574074074074074125e-01,5.249338582674541176e-02,2.027039439401436549e-01,9.421057735085351936e+00,8.951979995941363732e-01,0.000000000000000000e+00,6.400000000000000133e-01,1.300000000000000044e-01,1.600000000000000033e-01,1.000000000000000021e-02,1.000000000000000000e+00,-6.494818081184544623e-01,-7.120848133127557489e-01,2.621423578571306123e+01,6.968898149004796316e-01,2.113998752597705533e+00,0.000000000000000000e+00
03-01-04-02-02-02-08,4,2,2,2,8,0,2.497135925292968750e+02,4.411575698852539062e+01,8.874101468861270803e+01,3.245657348632812500e+02,-3.112949642362682212e+01,1.803402859009800352e+01,-7.486121480236449521e+00,1.255580357142857206e+00,3.100000000000000000e+02,1.593737745050922570e+02,1.674107142857142794e+00,3.000000000000000000e+02,4.227883631321940925e+02,-8.834482082189918373e-01,9.055151763199895676e-01,4.759154867586528326e+01,8.346456692913387654e-01,6.470588235294115975e+00,1.338582677165354728e-01,8.661417322834645827e-01,1.037735849056603543e+00,1.603773584905660299e-01,3.491060010942235309e-02,1.538668255342911795e-01,6.487406099502176282e+00,1.817460729903656702e+00,0.000000000000000000e+00,5.100000000000000089e-01,1.000000000000000056e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.000000000000000000e+00,4.288034010971335519e-01,6.970569322445744342e-01,4.675413772033700752e+02,7.395324553031330517e-01,2.396780244101305080e+00,2.173866706665608106e-01
03-01-08-01-02-01-08,8,1,2,1,8,0,2.450565032958984375e+02,4.616458892822265625e+01,9.131283708103474339e+01,3.465933532714843750e+02,-3.598003315513326328e+01,2.227817759539796683e+01,-6.777826607002637616e+00,1.255580357142857206e+00,2.733333333333333144e+02,2.049932248202906635e+02,1.674107142857142794e+00,3.375000000000000000e+02,3.965081966365891049e+02,1.342812837503058465e-01,2.406841571116515421e+00,5.214354143062593039e+02,7.709923664122136922e-01,4.240000000000000213e+00,1.908396946564885344e-01,8.091603053435114656e-01,1.049504950495049549e+00,2.475247524752475226e-01,5.734883511361750508e-02,1.906200409191017020e-01,1.287684146053534207e+01,4.454186456903901359e+00,0.000000000000000000e+00,5.700000000000000622e-01,1.499999999999999944e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.666666666666666741e+00,4.919423032223755460e-02,1.549414319655024463e-01,4.101600154752800336e+02,6.357439429817043353e-01,8.530034351807820769e+00,3.634681978054601359e+00
